automobile	car	0.52802842
gem	jewel	0.3993311400000001
journey	voyage	0.5455079111111111
boy	lad	0.3202430875
coast	shore	0.25336913600000005
asylum	madhouse	0.2517276
magician	wizard	0.48334225
midday	noon	0.6973789
furnace	stove	0.384056375
food	fruit	0.18556820666666668
bird	cock	0.17996456041666667
bird	crane	0.16795650555555552
implement	tool	0.118048203125
brother	monk	0.14524584999999995
brother	lad	0.15402836999999997
crane	implement	-0.06500237916666668
car	journey	0.10253678666666666
monk	oracle	0.11668013333333334
cemetery	woodland	0.22025050000000002
food	rooster	0.08502963333333335
coast	hill	0.017029976666666658
forest	graveyard	0.11248383333333338
shore	woodland	0.022139540000000024
monk	slave	0.04338182500000001
coast	forest	0.03235598000000002
lad	wizard	0.24855614999999998
cord	smile	-0.006270433333333307
glass	magician	0.03852567499999999
rooster	voyage	-0.03131993333333331
noon	string	-0.019852070588235276
