old	new	0.018081150925925937
smart	intelligent	0.28465940833333325
hard	difficult	0.24735825909090917
happy	cheerful	0.37144656249999997
hard	easy	0.18178513696969711
fast	rapid	0.20923864
happy	glad	0.369162235
short	long	0.19807663768115943
stupid	dumb	0.36212443125000005
weird	strange	0.42419981111111116
wide	narrow	0.1840994727272728
bad	awful	0.18575116470588235
easy	difficult	0.3462857133333334
bad	terrible	0.22085031764705873
hard	simple	0.12110951363636369
smart	dumb	0.24123022500000005
insane	crazy	0.2090214333333333
happy	mad	0.13123669375000002
large	huge	0.3511313818181818
hard	tough	0.18865644772727255
new	fresh	0.07813814294871796
sharp	dull	0.11046392666666667
quick	rapid	0.26036424583333334
dumb	foolish	0.2487708375
wonderful	terrific	0.32963976666666667
strange	odd	0.3235433333333333
happy	angry	0.2469928916666667
narrow	broad	0.2535307566666667
simple	easy	0.2440543785185185
old	fresh	0.04983492136752138
apparent	obvious	0.5705091
inexpensive	cheap	0.604711775
nice	generous	0.16779652777777776
weird	normal	0.0812911333333333
weird	odd	0.2881990833333333
bad	immoral	0.1675028352941177
sad	funny	0.31423996000000004
wonderful	great	0.2531872285714286
guilty	ashamed	0.27073325000000004
beautiful	wonderful	0.57831725
confident	sure	0.21588905666666666
dumb	dense	0.04909020624999999
large	big	0.12108167433155083
nice	cruel	0.06509133333333333
impatient	anxious	0.37199234999999997
big	broad	0.010202083660130713
strong	proud	0.23545183
unnecessary	necessary	0.4916868333333333
restless	young	0.16334307380952384
dumb	intelligent	0.24021470625000002
bad	great	0.012436705042016804
difficult	simple	0.23893666666666669
necessary	important	0.1929229333333333
bad	terrific	0.1064598666666667
mad	glad	0.11625929499999998
honest	guilty	0.11688668571428572
easy	tough	0.1557664855555555
easy	flexible	0.1871262786666667
certain	sure	0.11387885428571431
essential	necessary	0.42483135555555557
different	normal	0.13243689200000003
sly	clever	0.20860716666666668
crucial	important	0.4813406133333334
harsh	cruel	0.4236614166666666
childish	foolish	0.37050215
scarce	rare	0.28637395
friendly	generous	0.18610867999999997
fragile	frigid	0.12692647777777777
long	narrow	0.12818520083333335
big	heavy	0.06810420831643006
rough	frigid	0.09627039074074072
bizarre	strange	0.5195143999999999
illegal	immoral	0.37352025
bad	guilty	0.07287816176470589
modern	ancient	0.30668233928571437
new	ancient	-0.009790610416666666
dull	funny	0.21702869444444453
happy	young	0.06347076785714288
easy	big	0.07352524117647057
great	awful	0.14406056122448982
tiny	huge	0.41508
polite	proper	0.18775964166666667
modest	ashamed	0.07677687142857145
exotic	rare	0.24039393333333336
dumb	clever	0.2766978583333333
delightful	wonderful	0.6547105
noticeable	obvious	0.38838672500000004
afraid	anxious	0.2548047875
formal	proper	0.21415084375
dreary	dull	0.22466466111111108
delightful	cheerful	0.48095754999999996
unhappy	mad	0.0796243
sad	terrible	0.36277835833333333
sick	crazy	0.15183705
violent	angry	0.3174612133333333
laden	heavy	0.1104580643678161
dirty	cheap	0.18045232500000002
elastic	flexible	0.30990756499999994
hard	dense	0.12477501250000005
recent	new	0.04677729444444442
bold	proud	0.1354612625
sly	strange	0.1033674
strange	sly	0.1033674
dumb	rare	0.022602904166666663
sly	tough	0.10886340833333334
terrific	mad	0.09758337500000003
modest	flexible	0.09819049142857142
fresh	wide	0.011742165034965031
huge	dumb	0.06714479999999998
large	flexible	0.11845682727272727
dirty	narrow	-0.003616321538461547
wife	husband	0.82226345
book	text	0.20695549166666666
groom	bride	0.46069952222222216
night	day	0.23839940249999997
south	north	0.38487283968253966
plane	airport	0.25257534444444446
uncle	aunt	0.6558809
horse	mare	0.3267318833333333
bottom	top	0.21386456780303034
friend	buddy	0.19425215999999998
student	pupil	0.31319311666666666
world	globe	0.2285916074074074
leg	arm	0.33096470972222225
plane	jet	0.29151568148148155
woman	man	0.3313866288461537
horse	colt	0.24774648333333335
actress	actor	0.7474295
teacher	instructor	0.6007210000000001
movie	film	0.5895637857142857
bird	hawk	0.23754271388888895
word	dictionary	0.23808759999999998
money	salary	0.30730836666666667
dog	cat	0.38631418875000006
area	region	0.33769101
navy	army	0.27455826666666666
book	literature	0.15384381500000002
clothes	closet	0.22327526999999997
sunset	sunrise	0.3794168299999999
child	adult	0.29517253125000004
cow	cattle	0.43236605000000006
book	story	0.23595036444444442
winter	summer	0.6099722500000001
taxi	cab	0.27602985
tree	maple	0.19504545000000004
bed	bedroom	0.45003072307692304
roof	ceiling	0.47627688500000004
disease	infection	0.5668236999999999
arm	shoulder	0.3198418468750002
sheep	lamb	0.18553719999999996
lady	gentleman	0.38929045
boat	anchor	0.13940798666666668
priest	monk	0.353264425
toe	finger	0.26098828095238097
river	stream	0.34016377000000003
anger	fury	0.18895107000000003
date	calendar	0.22490518076923072
sea	ocean	0.45545651666666664
second	minute	0.10293877666666665
hand	thumb	0.23809660833333346
wood	log	0.1322554339285714
mud	dirt	0.31690250500000006
hallway	corridor	0.2782082
way	manner	0.22283991538461537
mouse	cat	0.29783602000000003
cop	sheriff	0.26496406666666666
death	burial	0.21670985624999994
music	melody	0.22207496999999998
beer	alcohol	0.41951365
mouth	lip	0.24424168727272727
storm	hurricane	0.5509917
tax	income	0.50499184
flower	violet	0.22065969166666666
paper	cardboard	0.31947220555555556
floor	ceiling	0.32465375625
beach	seashore	0.43294940000000004
rod	curtain	0.03808607222222223
hound	fox	0.16668351666666667
street	alley	0.36351809
boat	deck	0.24186988571428567
car	horn	0.040495513333333344
friend	guest	0.045495380000000016
employer	employee	0.7483463
hand	wrist	0.26546321875
ball	cannon	0.11184872115384614
alcohol	brandy	0.35066285
victory	triumph	0.38923585
telephone	booth	0.1902361333333333
door	doorway	0.44622361999999993
motel	inn	0.42147500000000004
clothes	cloth	0.42994095
steak	meat	0.44993453333333333
nail	thumb	0.17868478666666662
band	orchestra	0.21765174999999998
book	bible	0.2147505833333333
business	industry	0.36018675555555546
winter	season	0.181304
decade	century	0.28855070000000005
alcohol	gin	0.20569488333333338
hat	coat	0.2806873791666667
window	door	0.336733175
arm	wrist	0.5094536125
house	apartment	0.27126722142857135
glass	crystal	0.2101627527777777
wine	brandy	0.428310525
creator	maker	0.20013459999999997
dinner	breakfast	0.3892282333333334
arm	muscle	0.16991287499999996
bubble	suds	0.12442702777777775
bread	flour	0.42775668888888885
death	tragedy	0.30483162499999994
absence	presence	0.2593072791666667
gun	cannon	0.4148760531250001
grass	blade	0.03775030000000001
ball	basket	0.2752345403846154
hose	garden	0.0447964625
boy	kid	0.4043625892857143
church	choir	0.26961000999999996
clothes	drawer	0.18411438333333333
tower	bell	0.27402235454545437
father	parent	0.12619660370370372
school	grade	0.18146545153846144
parent	adult	0.21837961666666664
bar	jail	0.09299490789473684
car	highway	0.055491600000000016
dictionary	definition	0.31932105
door	cellar	0.23975937333333333
army	legion	0.21294209333333333
metal	aluminum	0.35048217499999995
chair	bench	0.09411269523809522
cloud	fog	0.2646316303571429
boy	son	0.21964417500000002
water	ice	0.09960181909090907
bed	blanket	0.20206544615384617
attorney	lawyer	0.5803645
area	zone	0.21262472500000004
business	company	0.2731809322222221
clothes	fabric	0.2952493625
sweater	jacket	0.4196266428571428
money	capital	0.07018487575757576
hand	foot	0.10046558258928569
alcohol	cocktail	0.27163355
yard	inch	0.10033967407407408
molecule	atom	0.5489081
lens	camera	0.49808165000000004
meal	dinner	0.5380553833333332
eye	tear	0.12142055555555559
god	devil	0.25437992500000006
loop	belt	0.09041037466666667
rat	mouse	0.2523196000000001
motor	engine	0.26001254000000007
car	cab	0.3599110100000001
cat	lion	0.18378303250000005
size	magnitude	0.15687728518518518
reality	fantasy	0.15492245
door	gate	0.22432914285714284
cat	pet	0.3239035342857142
tin	aluminum	0.1434650142857143
bone	jaw	0.3131319428571428
cereal	wheat	0.38237219166666664
house	key	-0.0005756551020408153
blood	flesh	0.3462249333333333
door	corridor	0.07203537999999998
god	spirit	0.31181440833333335
capability	competence	0.3083759
abundance	plenty	0.3160416555555556
sofa	chair	0.20538737142857144
wall	brick	0.28812591666666665
horn	drum	0.1716929518518519
organ	liver	0.17104550666666668
strength	might	0.07303525555555554
phrase	word	0.5023646712121214
band	parade	0.07773152266666666
stomach	waist	0.18171705833333332
cloud	storm	0.16466948214285712
joy	pride	0.24545982500000005
noise	rattle	0.15127637142857145
rain	mist	0.332248225
beer	beverage	0.6047533
man	uncle	0.1412033
apple	juice	0.18139181250000003
intelligence	logic	0.10517098400000002
communication	language	0.20853277222222225
mink	fur	0.3238954444444444
mob	crowd	0.30089233750000005
shore	coast	0.253369136
wire	cord	0.23747754259259254
bird	turkey	0.07357560999999999
bed	crib	0.19127124102564103
competence	ability	0.38558785
cloud	haze	0.23817086785714287
supper	meal	0.41745703333333334
bar	cage	0.06537816228070177
water	salt	0.18398880333333334
sense	intuition	0.3329929722222222
situation	condition	0.27558668307692313
crime	theft	0.46159325
style	fashion	0.22385309999999997
boundary	border	0.3517587999999999
arm	body	0.17389399374999995
boat	car	0.21277693333333333
sandwich	lunch	0.24630798888888894
bride	princess	0.36475830000000004
heroine	hero	0.42926601428571426
car	gauge	0.058461400000000004
insect	bee	0.31349554999999996
crib	cradle	0.11770012499999999
animal	person	0.15599935
marijuana	herb	0.235622475
bed	hospital	0.2502299461538462
cheek	tongue	0.23750254400000007
disc	computer	0.020916012499999997
curve	angle	0.26158025375000005
grass	moss	0.19160716
school	law	-0.0040967928571428594
foot	head	0.0795668787414967
mother	guardian	0.12759757142857142
orthodontist	dentist	0.5565782
alcohol	whiskey	0.43469585000000005
mouth	tooth	0.18145323272727273
breakfast	bacon	0.1748340888888889
bathroom	bedroom	0.69884045
plate	bowl	0.045081338020833334
meat	bacon	0.2764442666666666
air	helium	0.12853894000000002
worker	employer	0.41675680000000004
body	chest	0.30764579791666663
son	father	0.51359495
heart	surgery	0.14352765750000002
woman	secretary	0.08558219375000001
man	father	0.10871847606837604
beach	island	0.34233939999999996
story	topic	0.06381506666666668
game	fun	0.1270610767857143
weekend	week	0.39401745
couple	pair	0.18825864197530864
woman	wife	0.3432490250000001
sheep	cattle	0.6047600666666666
purse	bag	0.1976368523809524
ceiling	cathedral	0.15020499999999998
bean	coffee	0.21492967000000002
wood	paper	0.10910231527777776
top	side	0.04878116396103898
crime	fraud	0.37606093333333335
pain	harm	0.22429870357142861
lover	companion	0.25060211666666665
evening	dusk	0.2813505416666666
father	daughter	0.38386888888888887
wine	liquor	0.34275115833333336
cow	goat	0.4249029625
belief	opinion	0.2749415916666667
reality	illusion	0.33873800625000006
pact	agreement	0.5448504166666667
wealth	poverty	0.363518575
accident	emergency	0.1899619
battle	conquest	0.306443875
friend	teacher	0.22676537
illness	infection	0.36290950000000005
game	trick	0.10999161428571433
brother	son	0.50196901
aunt	nephew	0.4281074
worker	mechanic	0.3328399
doctor	orthodontist	0.20708145714285714
oak	maple	0.36363809999999996
bee	queen	0.09271352916666668
car	bicycle	0.29232267999999995
goal	quest	0.11416835357142856
august	month	0.18229025
army	squad	0.12079392222222222
cloud	weather	0.14733547261904759
physician	doctor	0.4232763
canyon	valley	0.49311649999999996
river	valley	0.5440678999999999
sun	sky	0.36800492142857133
target	arrow	0.18756211666666667
chocolate	pie	0.33854446666666665
circumstance	situation	0.2683494249999999
opinion	choice	0.14419430000000003
rhythm	melody	0.45018092000000004
gut	nerve	0.113962025
